SWEEP_DATA,0,3.232819,-0.014638
SWEEP_DATA,1,5.230811,-0.008704
SWEEP_DATA,2,5.230811,-0.003827
SWEEP_DATA,3,3.232819,0.001334
SWEEP_DATA,4,-0.000000,0.005163
SWEEP_DATA,5,-3.232819,0.009829
SWEEP_DATA,6,-5.230811,0.014760
SWEEP_DATA,7,-5.230812,0.016404
SWEEP_DATA,8,-3.232821,0.020199
SWEEP_DATA,9,-0.000004,0.018595
SWEEP_DATA,10,3.232815,0.019644
SWEEP_DATA,11,5.230809,0.027283
SWEEP_DATA,12,5.230813,0.026906
SWEEP_DATA,13,3.232824,0.028052
SWEEP_DATA,14,0.000006,0.024260
SWEEP_DATA,15,-3.232814,0.025937
SWEEP_DATA,16,-5.230809,0.022330
SWEEP_DATA,17,-5.230813,0.011616
SWEEP_DATA,18,-3.232826,0.004127
SWEEP_DATA,19,-0.000010,0.001005
SWEEP_DATA,20,3.232810,0.005611
SWEEP_DATA,21,5.230808,0.014842
SWEEP_DATA,22,5.230814,0.023808
SWEEP_DATA,23,3.232828,0.028720
SWEEP_DATA,24,0.000011,0.029617
SWEEP_DATA,25,-3.232810,0.023995
SWEEP_DATA,26,-5.230808,0.008532
SWEEP_DATA,27,-5.230815,-0.001728
SWEEP_DATA,28,-3.232830,-0.011270
SWEEP_DATA,29,-0.000015,-0.014410
SWEEP_DATA,30,3.232806,-0.013976
SWEEP_DATA,31,5.230806,-0.011206
SWEEP_DATA,32,5.230816,-0.005922
SWEEP_DATA,33,3.232833,0.001711
SWEEP_DATA,34,0.000017,-0.000874
SWEEP_DATA,35,-3.232805,-0.011911
SWEEP_DATA,36,-5.230806,-0.022741
SWEEP_DATA,37,-5.230816,-0.025886
SWEEP_DATA,38,-3.232834,-0.024275
SWEEP_DATA,39,-0.000020,-0.027179
SWEEP_DATA,40,3.232802,-0.019383
SWEEP_DATA,41,5.230804,-0.011141
SWEEP_DATA,42,5.230817,-0.004428
SWEEP_DATA,43,3.232837,-0.003333
SWEEP_DATA,44,0.000022,-0.011006
SWEEP_DATA,45,-3.232801,-0.016882
SWEEP_DATA,46,-5.230804,-0.023859
